Track,Artist,URI,Audio Features,cluster
"NEW BUGATTI (feat. Ski Mask The Slump God, Chief Keef, DJ Scheme)",Lil Gnar,2yQmSLH9Ni6Wif3fR8xHFR,"[{'danceability': 0.721, 'energy': 0.521, 'key': 11, 'loudness': -9.687, 'mode': 0, 'speechiness': 0.349, 'acousticness': 0.169, 'instrumentalness': 1.08e-06, 'liveness': 0.115, 'valence': 0.39, 'tempo': 157.965, 'type': 'audio_features', 'id': '2yQmSLH9Ni6Wif3fR8xHFR', 'uri': 'spotify:track:2yQmSLH9Ni6Wif3fR8xHFR', 'track_href': 'https://api.spotify.com/v1/tracks/2yQmSLH9Ni6Wif3fR8xHFR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2yQmSLH9Ni6Wif3fR8xHFR', 'duration_ms': 227918, 'time_signature': 4}]",3
9 Bridge,Rowdy Rebel,2sHekv6OdEiO4htSjdB9j4,"[{'danceability': 0.642, 'energy': 0.589, 'key': 5, 'loudness': -7.392, 'mode': 0, 'speechiness': 0.302, 'acousticness': 0.124, 'instrumentalness': 0, 'liveness': 0.0868, 'valence': 0.72, 'tempo': 95.543, 'type': 'audio_features', 'id': '2sHekv6OdEiO4htSjdB9j4', 'uri': 'spotify:track:2sHekv6OdEiO4htSjdB9j4', 'track_href': 'https://api.spotify.com/v1/tracks/2sHekv6OdEiO4htSjdB9j4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2sHekv6OdEiO4htSjdB9j4', 'duration_ms': 147963, 'time_signature': 5}]",7
White Teeth,YoungBoy Never Broke Again,7iqgrOqAm73cP6Tth6ImjB,"[{'danceability': 0.638, 'energy': 0.66, 'key': 3, 'loudness': -7.115, 'mode': 0, 'speechiness': 0.299, 'acousticness': 0.246, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.738, 'tempo': 157.996, 'type': 'audio_features', 'id': '7iqgrOqAm73cP6Tth6ImjB', 'uri': 'spotify:track:7iqgrOqAm73cP6Tth6ImjB', 'track_href': 'https://api.spotify.com/v1/tracks/7iqgrOqAm73cP6Tth6ImjB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7iqgrOqAm73cP6Tth6ImjB', 'duration_ms': 174684, 'time_signature': 4}]",7
Little While (feat. Big Sean & Hit-Boy),Sada Baby,59n5c3TWAAGauYCG2Zx9PU,"[{'danceability': 0.834, 'energy': 0.888, 'key': 7, 'loudness': -3.944, 'mode': 1, 'speechiness': 0.222, 'acousticness': 0.00308, 'instrumentalness': 0, 'liveness': 0.288, 'valence': 0.563, 'tempo': 114.92, 'type': 'audio_features', 'id': '59n5c3TWAAGauYCG2Zx9PU', 'uri': 'spotify:track:59n5c3TWAAGauYCG2Zx9PU', 'track_href': 'https://api.spotify.com/v1/tracks/59n5c3TWAAGauYCG2Zx9PU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59n5c3TWAAGauYCG2Zx9PU', 'duration_ms': 219192, 'time_signature': 4}]",4
Revenge,Young Nudy,1PbzgXzX0Us5sIdVdecVQj,"[{'danceability': 0.895, 'energy': 0.423, 'key': 1, 'loudness': -8.449, 'mode': 1, 'speechiness': 0.369, 'acousticness': 0.0161, 'instrumentalness': 3.07e-06, 'liveness': 0.142, 'valence': 0.268, 'tempo': 145.985, 'type': 'audio_features', 'id': '1PbzgXzX0Us5sIdVdecVQj', 'uri': 'spotify:track:1PbzgXzX0Us5sIdVdecVQj', 'track_href': 'https://api.spotify.com/v1/tracks/1PbzgXzX0Us5sIdVdecVQj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1PbzgXzX0Us5sIdVdecVQj', 'duration_ms': 252329, 'time_signature': 4}]",6
Roughneck,Young Nudy,5gcOzAhTLwIRprwl90MwL0,"[{'danceability': 0.728, 'energy': 0.574, 'key': 6, 'loudness': -8.565, 'mode': 0, 'speechiness': 0.306, 'acousticness': 0.0589, 'instrumentalness': 0, 'liveness': 0.294, 'valence': 0.689, 'tempo': 157.06, 'type': 'audio_features', 'id': '5gcOzAhTLwIRprwl90MwL0', 'uri': 'spotify:track:5gcOzAhTLwIRprwl90MwL0', 'track_href': 'https://api.spotify.com/v1/tracks/5gcOzAhTLwIRprwl90MwL0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5gcOzAhTLwIRprwl90MwL0', 'duration_ms': 171219, 'time_signature': 4}]",7
Soul Keeper,Young Nudy,2rxGYOsPD9kGvK4onHoB7G,"[{'danceability': 0.838, 'energy': 0.442, 'key': 10, 'loudness': -8.137, 'mode': 0, 'speechiness': 0.521, 'acousticness': 0.117, 'instrumentalness': 0, 'liveness': 0.092, 'valence': 0.474, 'tempo': 157.911, 'type': 'audio_features', 'id': '2rxGYOsPD9kGvK4onHoB7G', 'uri': 'spotify:track:2rxGYOsPD9kGvK4onHoB7G', 'track_href': 'https://api.spotify.com/v1/tracks/2rxGYOsPD9kGvK4onHoB7G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2rxGYOsPD9kGvK4onHoB7G', 'duration_ms': 184557, 'time_signature': 4}]",5
Lemonade,Da-P,3taa9MzptO16bBlsgbKt1A,"[{'danceability': 0.777, 'energy': 0.457, 'key': 1, 'loudness': -10.132, 'mode': 1, 'speechiness': 0.435, 'acousticness': 0.0862, 'instrumentalness': 0, 'liveness': 0.0949, 'valence': 0.506, 'tempo': 105.218, 'type': 'audio_features', 'id': '3taa9MzptO16bBlsgbKt1A', 'uri': 'spotify:track:3taa9MzptO16bBlsgbKt1A', 'track_href': 'https://api.spotify.com/v1/tracks/3taa9MzptO16bBlsgbKt1A', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3taa9MzptO16bBlsgbKt1A', 'duration_ms': 196571, 'time_signature': 3}]",2
Federal Fed (feat. Future),Moneybagg Yo,7hpCaD1ILnO9GoMQvj5oWI,"[{'danceability': 0.796, 'energy': 0.644, 'key': 1, 'loudness': -5.945, 'mode': 1, 'speechiness': 0.175, 'acousticness': 0.00881, 'instrumentalness': 0, 'liveness': 0.126, 'valence': 0.242, 'tempo': 138.04, 'type': 'audio_features', 'id': '7hpCaD1ILnO9GoMQvj5oWI', 'uri': 'spotify:track:7hpCaD1ILnO9GoMQvj5oWI', 'track_href': 'https://api.spotify.com/v1/tracks/7hpCaD1ILnO9GoMQvj5oWI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7hpCaD1ILnO9GoMQvj5oWI', 'duration_ms': 209575, 'time_signature': 4}]",6
Change My Ways,Kodak Black,6saTfdZOJnY6nK0mCjCizw,"[{'danceability': 0.786, 'energy': 0.578, 'key': 9, 'loudness': -4.837, 'mode': 0, 'speechiness': 0.337, 'acousticness': 0.226, 'instrumentalness': 0, 'liveness': 0.229, 'valence': 0.358, 'tempo': 120.023, 'type': 'audio_features', 'id': '6saTfdZOJnY6nK0mCjCizw', 'uri': 'spotify:track:6saTfdZOJnY6nK0mCjCizw', 'track_href': 'https://api.spotify.com/v1/tracks/6saTfdZOJnY6nK0mCjCizw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6saTfdZOJnY6nK0mCjCizw', 'duration_ms': 239299, 'time_signature': 4}]",3
Reloaded,Zaytoven,5YHCLYzDo2qgsSQZZP6fPk,"[{'danceability': 0.853, 'energy': 0.549, 'key': 1, 'loudness': -4.897, 'mode': 0, 'speechiness': 0.212, 'acousticness': 0.319, 'instrumentalness': 0, 'liveness': 0.0829, 'valence': 0.465, 'tempo': 113.958, 'type': 'audio_features', 'id': '5YHCLYzDo2qgsSQZZP6fPk', 'uri': 'spotify:track:5YHCLYzDo2qgsSQZZP6fPk', 'track_href': 'https://api.spotify.com/v1/tracks/5YHCLYzDo2qgsSQZZP6fPk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5YHCLYzDo2qgsSQZZP6fPk', 'duration_ms': 147621, 'time_signature': 4}]",7
I Know What's Real,A Boogie Wit da Hoodie,2LrOjkIlb6yzYYpfp5zBZC,"[{'danceability': 0.81, 'energy': 0.465, 'key': 9, 'loudness': -7.348, 'mode': 1, 'speechiness': 0.236, 'acousticness': 0.0145, 'instrumentalness': 0, 'liveness': 0.126, 'valence': 0.127, 'tempo': 136.001, 'type': 'audio_features', 'id': '2LrOjkIlb6yzYYpfp5zBZC', 'uri': 'spotify:track:2LrOjkIlb6yzYYpfp5zBZC', 'track_href': 'https://api.spotify.com/v1/tracks/2LrOjkIlb6yzYYpfp5zBZC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2LrOjkIlb6yzYYpfp5zBZC', 'duration_ms': 227928, 'time_signature': 4}]",9
FIRST DAY IN LA (feat. Pooh Shiesty),Foogiano,2ieTX5l04BkZJZHBadXjxH,"[{'danceability': 0.814, 'energy': 0.54, 'key': 8, 'loudness': -7.433, 'mode': 1, 'speechiness': 0.26, 'acousticness': 0.0488, 'instrumentalness': 0, 'liveness': 0.158, 'valence': 0.575, 'tempo': 144.014, 'type': 'audio_features', 'id': '2ieTX5l04BkZJZHBadXjxH', 'uri': 'spotify:track:2ieTX5l04BkZJZHBadXjxH', 'track_href': 'https://api.spotify.com/v1/tracks/2ieTX5l04BkZJZHBadXjxH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ieTX5l04BkZJZHBadXjxH', 'duration_ms': 254685, 'time_signature': 4}]",4
ROTTEN (feat. EST Gee),Jack Harlow,15jg4vt123axobdGleLugn,"[{'danceability': 0.844, 'energy': 0.54, 'key': 6, 'loudness': -5.58, 'mode': 0, 'speechiness': 0.166, 'acousticness': 0.0144, 'instrumentalness': 0, 'liveness': 0.167, 'valence': 0.133, 'tempo': 107.004, 'type': 'audio_features', 'id': '15jg4vt123axobdGleLugn', 'uri': 'spotify:track:15jg4vt123axobdGleLugn', 'track_href': 'https://api.spotify.com/v1/tracks/15jg4vt123axobdGleLugn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/15jg4vt123axobdGleLugn', 'duration_ms': 190963, 'time_signature': 4}]",1
Rolling Loud,YNW Melly,1wX1DO1MBKec6DeWpTe6fM,"[{'danceability': 0.764, 'energy': 0.474, 'key': 9, 'loudness': -9.09, 'mode': 1, 'speechiness': 0.108, 'acousticness': 0.551, 'instrumentalness': 0, 'liveness': 0.0459, 'valence': 0.151, 'tempo': 132.005, 'type': 'audio_features', 'id': '1wX1DO1MBKec6DeWpTe6fM', 'uri': 'spotify:track:1wX1DO1MBKec6DeWpTe6fM', 'track_href': 'https://api.spotify.com/v1/tracks/1wX1DO1MBKec6DeWpTe6fM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1wX1DO1MBKec6DeWpTe6fM', 'duration_ms': 204544, 'time_signature': 4}]",9
Duece Coupe,Spillage Village,29K1khH1PNJfQaud7bdw89,"[{'danceability': 0.95, 'energy': 0.433, 'key': 9, 'loudness': -13.66, 'mode': 1, 'speechiness': 0.328, 'acousticness': 0.312, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.666, 'tempo': 107.016, 'type': 'audio_features', 'id': '29K1khH1PNJfQaud7bdw89', 'uri': 'spotify:track:29K1khH1PNJfQaud7bdw89', 'track_href': 'https://api.spotify.com/v1/tracks/29K1khH1PNJfQaud7bdw89', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/29K1khH1PNJfQaud7bdw89', 'duration_ms': 255504, 'time_signature': 4}]",4
Freedom Is Priceless,SAINt JHN,0VaL4aG1JAt2y0h78INo47,"[{'danceability': 0.798, 'energy': 0.699, 'key': 11, 'loudness': -7.243, 'mode': 1, 'speechiness': 0.0573, 'acousticness': 0.434, 'instrumentalness': 1.83e-05, 'liveness': 0.102, 'valence': 0.451, 'tempo': 121.996, 'type': 'audio_features', 'id': '0VaL4aG1JAt2y0h78INo47', 'uri': 'spotify:track:0VaL4aG1JAt2y0h78INo47', 'track_href': 'https://api.spotify.com/v1/tracks/0VaL4aG1JAt2y0h78INo47', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0VaL4aG1JAt2y0h78INo47', 'duration_ms': 119138, 'time_signature': 4}]",9
Broken Bottles,Benny The Butcher,4CajAqrgmTEYZBsM0GzWFh,"[{'danceability': 0.662, 'energy': 0.61, 'key': 1, 'loudness': -8.972, 'mode': 0, 'speechiness': 0.359, 'acousticness': 0.0551, 'instrumentalness': 0.000647, 'liveness': 0.0909, 'valence': 0.124, 'tempo': 144.174, 'type': 'audio_features', 'id': '4CajAqrgmTEYZBsM0GzWFh', 'uri': 'spotify:track:4CajAqrgmTEYZBsM0GzWFh', 'track_href': 'https://api.spotify.com/v1/tracks/4CajAqrgmTEYZBsM0GzWFh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CajAqrgmTEYZBsM0GzWFh', 'duration_ms': 238251, 'time_signature': 4}]",1
Backend,Don Toliver,4DANFfDlHnsYAjWdfFg3ae,"[{'danceability': 0.871, 'energy': 0.658, 'key': 5, 'loudness': -5.74, 'mode': 0, 'speechiness': 0.13, 'acousticness': 0.141, 'instrumentalness': 0, 'liveness': 0.125, 'valence': 0.616, 'tempo': 120.008, 'type': 'audio_features', 'id': '4DANFfDlHnsYAjWdfFg3ae', 'uri': 'spotify:track:4DANFfDlHnsYAjWdfFg3ae', 'track_href': 'https://api.spotify.com/v1/tracks/4DANFfDlHnsYAjWdfFg3ae', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4DANFfDlHnsYAjWdfFg3ae', 'duration_ms': 231409, 'time_signature': 4}]",7
Racks on Me,Drako,5KPuc7JG5IrI40t98BRrjt,"[{'danceability': 0.736, 'energy': 0.651, 'key': 1, 'loudness': -9.457, 'mode': 1, 'speechiness': 0.297, 'acousticness': 0.169, 'instrumentalness': 0, 'liveness': 0.139, 'valence': 0.627, 'tempo': 142.007, 'type': 'audio_features', 'id': '5KPuc7JG5IrI40t98BRrjt', 'uri': 'spotify:track:5KPuc7JG5IrI40t98BRrjt', 'track_href': 'https://api.spotify.com/v1/tracks/5KPuc7JG5IrI40t98BRrjt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5KPuc7JG5IrI40t98BRrjt', 'duration_ms': 207401, 'time_signature': 4}]",2
OLD STREETS (feat. Lil Durk) - Remix,2KBABY,4AMNmkljlynGTYytcVLhel,"[{'danceability': 0.626, 'energy': 0.415, 'key': 2, 'loudness': -12.073, 'mode': 1, 'speechiness': 0.603, 'acousticness': 0.559, 'instrumentalness': 0, 'liveness': 0.0931, 'valence': 0.594, 'tempo': 99.609, 'type': 'audio_features', 'id': '4AMNmkljlynGTYytcVLhel', 'uri': 'spotify:track:4AMNmkljlynGTYytcVLhel', 'track_href': 'https://api.spotify.com/v1/tracks/4AMNmkljlynGTYytcVLhel', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4AMNmkljlynGTYytcVLhel', 'duration_ms': 172800, 'time_signature': 4}]",0
Miss Charlotte,Baby Keem,420ZJ2hWsQv7i8IuER1e9e,"[{'danceability': 0.855, 'energy': 0.497, 'key': 11, 'loudness': -6.619, 'mode': 1, 'speechiness': 0.243, 'acousticness': 0.00957, 'instrumentalness': 2.95e-05, 'liveness': 0.108, 'valence': 0.315, 'tempo': 161.989, 'type': 'audio_features', 'id': '420ZJ2hWsQv7i8IuER1e9e', 'uri': 'spotify:track:420ZJ2hWsQv7i8IuER1e9e', 'track_href': 'https://api.spotify.com/v1/tracks/420ZJ2hWsQv7i8IuER1e9e', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/420ZJ2hWsQv7i8IuER1e9e', 'duration_ms': 154037, 'time_signature': 4}]",9
Get it Again (feat. Dave East),Shy Glizzy,79b0ZNhmXA4ktaPEO2L1rC,"[{'danceability': 0.821, 'energy': 0.654, 'key': 11, 'loudness': -4.806, 'mode': 0, 'speechiness': 0.302, 'acousticness': 0.0763, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.303, 'tempo': 122.353, 'type': 'audio_features', 'id': '79b0ZNhmXA4ktaPEO2L1rC', 'uri': 'spotify:track:79b0ZNhmXA4ktaPEO2L1rC', 'track_href': 'https://api.spotify.com/v1/tracks/79b0ZNhmXA4ktaPEO2L1rC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79b0ZNhmXA4ktaPEO2L1rC', 'duration_ms': 220987, 'time_signature': 4}]",3
My Collection,Future,0526DaOuV7mRlPKxhMSJKw,"[{'danceability': 0.697, 'energy': 0.459, 'key': 8, 'loudness': -8.498, 'mode': 0, 'speechiness': 0.448, 'acousticness': 0.729, 'instrumentalness': 8.35e-06, 'liveness': 0.0971, 'valence': 0.409, 'tempo': 80.085, 'type': 'audio_features', 'id': '0526DaOuV7mRlPKxhMSJKw', 'uri': 'spotify:track:0526DaOuV7mRlPKxhMSJKw', 'track_href': 'https://api.spotify.com/v1/tracks/0526DaOuV7mRlPKxhMSJKw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0526DaOuV7mRlPKxhMSJKw', 'duration_ms': 255556, 'time_signature': 4}]",8
Slidin,Danny Wolf,27AjGAU5A8V0Z9lTv2Vq3c,"[{'danceability': 0.798, 'energy': 0.422, 'key': 4, 'loudness': -8.446, 'mode': 0, 'speechiness': 0.147, 'acousticness': 0.0214, 'instrumentalness': 0, 'liveness': 0.0576, 'valence': 0.115, 'tempo': 142.04, 'type': 'audio_features', 'id': '27AjGAU5A8V0Z9lTv2Vq3c', 'uri': 'spotify:track:27AjGAU5A8V0Z9lTv2Vq3c', 'track_href': 'https://api.spotify.com/v1/tracks/27AjGAU5A8V0Z9lTv2Vq3c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27AjGAU5A8V0Z9lTv2Vq3c', 'duration_ms': 182570, 'time_signature': 4}]",1
GANG GANG (with Lil Wayne),Polo G,4VW44pawoOHPUjlN7DX5vk,"[{'danceability': 0.752, 'energy': 0.563, 'key': 3, 'loudness': -8.066, 'mode': 0, 'speechiness': 0.209, 'acousticness': 0.146, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.551, 'tempo': 145.05, 'type': 'audio_features', 'id': '4VW44pawoOHPUjlN7DX5vk', 'uri': 'spotify:track:4VW44pawoOHPUjlN7DX5vk', 'track_href': 'https://api.spotify.com/v1/tracks/4VW44pawoOHPUjlN7DX5vk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4VW44pawoOHPUjlN7DX5vk', 'duration_ms': 178776, 'time_signature': 4}]",7
"Switch it Up (feat. G Herbo, No More Heroes)",Pooh Shiesty,06BY7fb0Ztz7f7JPRWSBZ3,"[{'danceability': 0.443, 'energy': 0.731, 'key': 0, 'loudness': -4.997, 'mode': 1, 'speechiness': 0.255, 'acousticness': 0.289, 'instrumentalness': 0, 'liveness': 0.207, 'valence': 0.956, 'tempo': 147.818, 'type': 'audio_features', 'id': '06BY7fb0Ztz7f7JPRWSBZ3', 'uri': 'spotify:track:06BY7fb0Ztz7f7JPRWSBZ3', 'track_href': 'https://api.spotify.com/v1/tracks/06BY7fb0Ztz7f7JPRWSBZ3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/06BY7fb0Ztz7f7JPRWSBZ3', 'duration_ms': 168649, 'time_signature': 4}]",2
Welcome To The Riches (feat. Lil Baby),Pooh Shiesty,3fcOx9hUmxuj6iGfkLZs3d,"[{'danceability': 0.842, 'energy': 0.4, 'key': 11, 'loudness': -11.308, 'mode': 0, 'speechiness': 0.486, 'acousticness': 0.0457, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.205, 'tempo': 130.018, 'type': 'audio_features', 'id': '3fcOx9hUmxuj6iGfkLZs3d', 'uri': 'spotify:track:3fcOx9hUmxuj6iGfkLZs3d', 'track_href': 'https://api.spotify.com/v1/tracks/3fcOx9hUmxuj6iGfkLZs3d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3fcOx9hUmxuj6iGfkLZs3d', 'duration_ms': 192052, 'time_signature': 4}]",3
See Me Comin,Pooh Shiesty,6sslAKA6VVujoro0ULUqWe,"[{'danceability': 0.803, 'energy': 0.53, 'key': 11, 'loudness': -5.784, 'mode': 0, 'speechiness': 0.349, 'acousticness': 0.151, 'instrumentalness': 0, 'liveness': 0.268, 'valence': 0.578, 'tempo': 137.905, 'type': 'audio_features', 'id': '6sslAKA6VVujoro0ULUqWe', 'uri': 'spotify:track:6sslAKA6VVujoro0ULUqWe', 'track_href': 'https://api.spotify.com/v1/tracks/6sslAKA6VVujoro0ULUqWe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6sslAKA6VVujoro0ULUqWe', 'duration_ms': 188943, 'time_signature': 4}]",5
Murder Skool,Pooh Shiesty,0DneIrBKhTg2znbtgnrUaG,"[{'danceability': 0.73, 'energy': 0.494, 'key': 0, 'loudness': -8.705, 'mode': 0, 'speechiness': 0.259, 'acousticness': 0.0988, 'instrumentalness': 0, 'liveness': 0.165, 'valence': 0.253, 'tempo': 140.974, 'type': 'audio_features', 'id': '0DneIrBKhTg2znbtgnrUaG', 'uri': 'spotify:track:0DneIrBKhTg2znbtgnrUaG', 'track_href': 'https://api.spotify.com/v1/tracks/0DneIrBKhTg2znbtgnrUaG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0DneIrBKhTg2znbtgnrUaG', 'duration_ms': 163404, 'time_signature': 4}]",1
STUNNAMAN (with Roddy Ricch & feat. Lil Wayne),Birdman,3ptB4SmuSJTGhQByFrMJVJ,"[{'danceability': 0.865, 'energy': 0.699, 'key': 8, 'loudness': -6.062, 'mode': 0, 'speechiness': 0.196, 'acousticness': 0.0867, 'instrumentalness': 0, 'liveness': 0.295, 'valence': 0.705, 'tempo': 144.949, 'type': 'audio_features', 'id': '3ptB4SmuSJTGhQByFrMJVJ', 'uri': 'spotify:track:3ptB4SmuSJTGhQByFrMJVJ', 'track_href': 'https://api.spotify.com/v1/tracks/3ptB4SmuSJTGhQByFrMJVJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ptB4SmuSJTGhQByFrMJVJ', 'duration_ms': 219121, 'time_signature': 4}]",5
Intro,42 Dugg,0WkPehbcq69aOHEPbcYbLV,"[{'danceability': 0.768, 'energy': 0.494, 'key': 8, 'loudness': -11.895, 'mode': 0, 'speechiness': 0.374, 'acousticness': 0.299, 'instrumentalness': 0, 'liveness': 0.335, 'valence': 0.762, 'tempo': 114.952, 'type': 'audio_features', 'id': '0WkPehbcq69aOHEPbcYbLV', 'uri': 'spotify:track:0WkPehbcq69aOHEPbcYbLV', 'track_href': 'https://api.spotify.com/v1/tracks/0WkPehbcq69aOHEPbcYbLV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0WkPehbcq69aOHEPbcYbLV', 'duration_ms': 111957, 'time_signature': 5}]",5
Turnest Nigga In The City,42 Dugg,7nMxvYe35O4aaHiSpJOBjx,"[{'danceability': 0.828, 'energy': 0.58, 'key': 5, 'loudness': -7.642, 'mode': 1, 'speechiness': 0.328, 'acousticness': 0.0143, 'instrumentalness': 0, 'liveness': 0.233, 'valence': 0.479, 'tempo': 93.489, 'type': 'audio_features', 'id': '7nMxvYe35O4aaHiSpJOBjx', 'uri': 'spotify:track:7nMxvYe35O4aaHiSpJOBjx', 'track_href': 'https://api.spotify.com/v1/tracks/7nMxvYe35O4aaHiSpJOBjx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7nMxvYe35O4aaHiSpJOBjx', 'duration_ms': 147685, 'time_signature': 4}]",4
We Know,42 Dugg,0kehFi1r8NRd6icJ65T1Ep,"[{'danceability': 0.778, 'energy': 0.726, 'key': 7, 'loudness': -7.025, 'mode': 1, 'speechiness': 0.151, 'acousticness': 0.0161, 'instrumentalness': 0, 'liveness': 0.075, 'valence': 0.382, 'tempo': 95.029, 'type': 'audio_features', 'id': '0kehFi1r8NRd6icJ65T1Ep', 'uri': 'spotify:track:0kehFi1r8NRd6icJ65T1Ep', 'track_href': 'https://api.spotify.com/v1/tracks/0kehFi1r8NRd6icJ65T1Ep', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0kehFi1r8NRd6icJ65T1Ep', 'duration_ms': 133368, 'time_signature': 4}]",9
Maybach (feat. Future),42 Dugg,2Qt8qG9SWPdtRiaWcPNJRm,"[{'danceability': 0.735, 'energy': 0.446, 'key': 5, 'loudness': -10.232, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.0071, 'instrumentalness': 1.93e-05, 'liveness': 0.173, 'valence': 0.121, 'tempo': 150.915, 'type': 'audio_features', 'id': '2Qt8qG9SWPdtRiaWcPNJRm', 'uri': 'spotify:track:2Qt8qG9SWPdtRiaWcPNJRm', 'track_href': 'https://api.spotify.com/v1/tracks/2Qt8qG9SWPdtRiaWcPNJRm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Qt8qG9SWPdtRiaWcPNJRm', 'duration_ms': 199093, 'time_signature': 4}]",9
Bestfriends,42 Dugg,2FBXdFBzEqz29fEtn2zp07,"[{'danceability': 0.817, 'energy': 0.704, 'key': 2, 'loudness': -7.697, 'mode': 1, 'speechiness': 0.211, 'acousticness': 0.0613, 'instrumentalness': 0, 'liveness': 0.236, 'valence': 0.452, 'tempo': 94.486, 'type': 'audio_features', 'id': '2FBXdFBzEqz29fEtn2zp07', 'uri': 'spotify:track:2FBXdFBzEqz29fEtn2zp07', 'track_href': 'https://api.spotify.com/v1/tracks/2FBXdFBzEqz29fEtn2zp07', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2FBXdFBzEqz29fEtn2zp07', 'duration_ms': 132794, 'time_signature': 4}]",2
Alone (feat. Lil Durk),42 Dugg,3rMvBEcLUXOqrUYaL3PNVB,"[{'danceability': 0.598, 'energy': 0.466, 'key': 8, 'loudness': -9.321, 'mode': 0, 'speechiness': 0.544, 'acousticness': 0.00716, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.593, 'tempo': 155.16, 'type': 'audio_features', 'id': '3rMvBEcLUXOqrUYaL3PNVB', 'uri': 'spotify:track:3rMvBEcLUXOqrUYaL3PNVB', 'track_href': 'https://api.spotify.com/v1/tracks/3rMvBEcLUXOqrUYaL3PNVB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3rMvBEcLUXOqrUYaL3PNVB', 'duration_ms': 226323, 'time_signature': 4}]",5
Please,42 Dugg,2n9An4iNARp2nP7eE17UEo,"[{'danceability': 0.785, 'energy': 0.559, 'key': 1, 'loudness': -9.127, 'mode': 1, 'speechiness': 0.136, 'acousticness': 0.0227, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.374, 'tempo': 135.043, 'type': 'audio_features', 'id': '2n9An4iNARp2nP7eE17UEo', 'uri': 'spotify:track:2n9An4iNARp2nP7eE17UEo', 'track_href': 'https://api.spotify.com/v1/tracks/2n9An4iNARp2nP7eE17UEo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2n9An4iNARp2nP7eE17UEo', 'duration_ms': 126248, 'time_signature': 4}]",6
Rose Gold (feat. EST Gee),42 Dugg,2SY4ib4Llku3au3gsGPPEW,"[{'danceability': 0.81, 'energy': 0.529, 'key': 2, 'loudness': -8.183, 'mode': 1, 'speechiness': 0.337, 'acousticness': 0.0538, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.25, 'tempo': 83.051, 'type': 'audio_features', 'id': '2SY4ib4Llku3au3gsGPPEW', 'uri': 'spotify:track:2SY4ib4Llku3au3gsGPPEW', 'track_href': 'https://api.spotify.com/v1/tracks/2SY4ib4Llku3au3gsGPPEW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2SY4ib4Llku3au3gsGPPEW', 'duration_ms': 185949, 'time_signature': 4}]",6
