Track,Artist,URI,Audio Features,cluster
Dangerous (feat. G Herbo),YG,1iEKfQLd9BttgZTdXjICzA,"[{'danceability': 0.786, 'energy': 0.627, 'key': 11, 'loudness': -7.048, 'mode': 0, 'speechiness': 0.325, 'acousticness': 0.038, 'instrumentalness': 0, 'liveness': 0.175, 'valence': 0.612, 'tempo': 95.013, 'type': 'audio_features', 'id': '1iEKfQLd9BttgZTdXjICzA', 'uri': 'spotify:track:1iEKfQLd9BttgZTdXjICzA', 'track_href': 'https://api.spotify.com/v1/tracks/1iEKfQLd9BttgZTdXjICzA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1iEKfQLd9BttgZTdXjICzA', 'duration_ms': 131368, 'time_signature': 4}]",5
MAD (feat. Young M.A),YG,6nqkL8zNLRCMNB4dDjt5hl,"[{'danceability': 0.874, 'energy': 0.528, 'key': 10, 'loudness': -8.004, 'mode': 0, 'speechiness': 0.285, 'acousticness': 0.00694, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.509, 'tempo': 85.994, 'type': 'audio_features', 'id': '6nqkL8zNLRCMNB4dDjt5hl', 'uri': 'spotify:track:6nqkL8zNLRCMNB4dDjt5hl', 'track_href': 'https://api.spotify.com/v1/tracks/6nqkL8zNLRCMNB4dDjt5hl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6nqkL8zNLRCMNB4dDjt5hl', 'duration_ms': 178466, 'time_signature': 4}]",5
Drop A Location,YG,4UBicDBC9UqwGau3sWIw86,"[{'danceability': 0.474, 'energy': 0.602, 'key': 0, 'loudness': -6.972, 'mode': 1, 'speechiness': 0.449, 'acousticness': 0.121, 'instrumentalness': 0, 'liveness': 0.0948, 'valence': 0.224, 'tempo': 204.234, 'type': 'audio_features', 'id': '4UBicDBC9UqwGau3sWIw86', 'uri': 'spotify:track:4UBicDBC9UqwGau3sWIw86', 'track_href': 'https://api.spotify.com/v1/tracks/4UBicDBC9UqwGau3sWIw86', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4UBicDBC9UqwGau3sWIw86', 'duration_ms': 134686, 'time_signature': 4}]",6
First 48,YG,6B1Opsk7eIemlpCrN1ml1K,"[{'danceability': 0.835, 'energy': 0.714, 'key': 6, 'loudness': -5.639, 'mode': 0, 'speechiness': 0.253, 'acousticness': 0.00211, 'instrumentalness': 0, 'liveness': 0.263, 'valence': 0.293, 'tempo': 104.125, 'type': 'audio_features', 'id': '6B1Opsk7eIemlpCrN1ml1K', 'uri': 'spotify:track:6B1Opsk7eIemlpCrN1ml1K', 'track_href': 'https://api.spotify.com/v1/tracks/6B1Opsk7eIemlpCrN1ml1K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6B1Opsk7eIemlpCrN1ml1K', 'duration_ms': 197751, 'time_signature': 4}]",1
6 Up,Icewear Vezzo,2OnFWSnUUE5GjwxMeFUxQl,"[{'danceability': 0.483, 'energy': 0.624, 'key': 1, 'loudness': -8.94, 'mode': 1, 'speechiness': 0.192, 'acousticness': 0.000493, 'instrumentalness': 0, 'liveness': 0.202, 'valence': 0.238, 'tempo': 77.052, 'type': 'audio_features', 'id': '2OnFWSnUUE5GjwxMeFUxQl', 'uri': 'spotify:track:2OnFWSnUUE5GjwxMeFUxQl', 'track_href': 'https://api.spotify.com/v1/tracks/2OnFWSnUUE5GjwxMeFUxQl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2OnFWSnUUE5GjwxMeFUxQl', 'duration_ms': 73787, 'time_signature': 1}]",6
Live In STL,Icewear Vezzo,068upSmBvzGEFuqy1nJVDF,"[{'danceability': 0.697, 'energy': 0.642, 'key': 1, 'loudness': -5.618, 'mode': 1, 'speechiness': 0.335, 'acousticness': 0.0465, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.498, 'tempo': 159.961, 'type': 'audio_features', 'id': '068upSmBvzGEFuqy1nJVDF', 'uri': 'spotify:track:068upSmBvzGEFuqy1nJVDF', 'track_href': 'https://api.spotify.com/v1/tracks/068upSmBvzGEFuqy1nJVDF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/068upSmBvzGEFuqy1nJVDF', 'duration_ms': 126001, 'time_signature': 4}]",2
Jack Artist (feat. Rio Da Yung OG),Icewear Vezzo,61U0m6yJ5FL9l5JA4Pn5Se,"[{'danceability': 0.871, 'energy': 0.566, 'key': 1, 'loudness': -6.426, 'mode': 1, 'speechiness': 0.257, 'acousticness': 0.185, 'instrumentalness': 0, 'liveness': 0.117, 'valence': 0.371, 'tempo': 97.979, 'type': 'audio_features', 'id': '61U0m6yJ5FL9l5JA4Pn5Se', 'uri': 'spotify:track:61U0m6yJ5FL9l5JA4Pn5Se', 'track_href': 'https://api.spotify.com/v1/tracks/61U0m6yJ5FL9l5JA4Pn5Se', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61U0m6yJ5FL9l5JA4Pn5Se', 'duration_ms': 130094, 'time_signature': 4}]",6
Still With Me,Icewear Vezzo,70jePvtceSgAgt3eT0JJX3,"[{'danceability': 0.806, 'energy': 0.777, 'key': 2, 'loudness': -6.191, 'mode': 0, 'speechiness': 0.0958, 'acousticness': 0.0167, 'instrumentalness': 0, 'liveness': 0.063, 'valence': 0.226, 'tempo': 98.039, 'type': 'audio_features', 'id': '70jePvtceSgAgt3eT0JJX3', 'uri': 'spotify:track:70jePvtceSgAgt3eT0JJX3', 'track_href': 'https://api.spotify.com/v1/tracks/70jePvtceSgAgt3eT0JJX3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70jePvtceSgAgt3eT0JJX3', 'duration_ms': 176321, 'time_signature': 4}]",1
Fucc The Clout,Icewear Vezzo,6GRcuvSkcUwyViaQrmRSwJ,"[{'danceability': 0.807, 'energy': 0.928, 'key': 1, 'loudness': -7.509, 'mode': 0, 'speechiness': 0.196, 'acousticness': 0.0239, 'instrumentalness': 0, 'liveness': 0.145, 'valence': 0.688, 'tempo': 104.005, 'type': 'audio_features', 'id': '6GRcuvSkcUwyViaQrmRSwJ', 'uri': 'spotify:track:6GRcuvSkcUwyViaQrmRSwJ', 'track_href': 'https://api.spotify.com/v1/tracks/6GRcuvSkcUwyViaQrmRSwJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6GRcuvSkcUwyViaQrmRSwJ', 'duration_ms': 129987, 'time_signature': 4}]",7
Kitchen (feat. BIG30),Icewear Vezzo,6Wgk2RKyLmC9saTIjSLQ8r,"[{'danceability': 0.762, 'energy': 0.676, 'key': 1, 'loudness': -7.869, 'mode': 1, 'speechiness': 0.322, 'acousticness': 0.00376, 'instrumentalness': 0, 'liveness': 0.267, 'valence': 0.87, 'tempo': 147.995, 'type': 'audio_features', 'id': '6Wgk2RKyLmC9saTIjSLQ8r', 'uri': 'spotify:track:6Wgk2RKyLmC9saTIjSLQ8r', 'track_href': 'https://api.spotify.com/v1/tracks/6Wgk2RKyLmC9saTIjSLQ8r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Wgk2RKyLmC9saTIjSLQ8r', 'duration_ms': 158121, 'time_signature': 4}]",2
Kobe Bryant (feat. EST Gee),Icewear Vezzo,4aj2DCFiwATMLgZZkslHzC,"[{'danceability': 0.627, 'energy': 0.657, 'key': 11, 'loudness': -6.993, 'mode': 1, 'speechiness': 0.204, 'acousticness': 0.00264, 'instrumentalness': 0, 'liveness': 0.171, 'valence': 0.373, 'tempo': 169.86, 'type': 'audio_features', 'id': '4aj2DCFiwATMLgZZkslHzC', 'uri': 'spotify:track:4aj2DCFiwATMLgZZkslHzC', 'track_href': 'https://api.spotify.com/v1/tracks/4aj2DCFiwATMLgZZkslHzC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4aj2DCFiwATMLgZZkslHzC', 'duration_ms': 134894, 'time_signature': 4}]",9
Goat (feat. Trippie Redd),Icewear Vezzo,6Jcxjrc7DWumOxVOsZRpHz,"[{'danceability': 0.888, 'energy': 0.735, 'key': 11, 'loudness': -5.732, 'mode': 0, 'speechiness': 0.295, 'acousticness': 0.0245, 'instrumentalness': 0, 'liveness': 0.0816, 'valence': 0.486, 'tempo': 115.974, 'type': 'audio_features', 'id': '6Jcxjrc7DWumOxVOsZRpHz', 'uri': 'spotify:track:6Jcxjrc7DWumOxVOsZRpHz', 'track_href': 'https://api.spotify.com/v1/tracks/6Jcxjrc7DWumOxVOsZRpHz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Jcxjrc7DWumOxVOsZRpHz', 'duration_ms': 182121, 'time_signature': 4}]",5
That's It,Icewear Vezzo,59HmvhDPeIhQsOkALmRLcG,"[{'danceability': 0.929, 'energy': 0.754, 'key': 1, 'loudness': -7.216, 'mode': 0, 'speechiness': 0.275, 'acousticness': 0.00357, 'instrumentalness': 0, 'liveness': 0.377, 'valence': 0.512, 'tempo': 98.492, 'type': 'audio_features', 'id': '59HmvhDPeIhQsOkALmRLcG', 'uri': 'spotify:track:59HmvhDPeIhQsOkALmRLcG', 'track_href': 'https://api.spotify.com/v1/tracks/59HmvhDPeIhQsOkALmRLcG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59HmvhDPeIhQsOkALmRLcG', 'duration_ms': 121011, 'time_signature': 4}]",7
Whole Lotta,Money Man,4F9eLTLeUIay2blNiwBXdN,"[{'danceability': 0.8, 'energy': 0.629, 'key': 7, 'loudness': -8.096, 'mode': 1, 'speechiness': 0.113, 'acousticness': 0.227, 'instrumentalness': 0.00418, 'liveness': 0.124, 'valence': 0.199, 'tempo': 139.921, 'type': 'audio_features', 'id': '4F9eLTLeUIay2blNiwBXdN', 'uri': 'spotify:track:4F9eLTLeUIay2blNiwBXdN', 'track_href': 'https://api.spotify.com/v1/tracks/4F9eLTLeUIay2blNiwBXdN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4F9eLTLeUIay2blNiwBXdN', 'duration_ms': 152494, 'time_signature': 4}]",9
When Vultures Cry,Kodak Black,2UnDapGkIkNyqcxM3h75tT,"[{'danceability': 0.759, 'energy': 0.724, 'key': 9, 'loudness': -4.188, 'mode': 0, 'speechiness': 0.206, 'acousticness': 0.337, 'instrumentalness': 0, 'liveness': 0.145, 'valence': 0.334, 'tempo': 94.999, 'type': 'audio_features', 'id': '2UnDapGkIkNyqcxM3h75tT', 'uri': 'spotify:track:2UnDapGkIkNyqcxM3h75tT', 'track_href': 'https://api.spotify.com/v1/tracks/2UnDapGkIkNyqcxM3h75tT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2UnDapGkIkNyqcxM3h75tT', 'duration_ms': 200191, 'time_signature': 4}]",3
H•A•M,JAY-Z,7esMRbSzvLv60O70XLZFbc,"[{'danceability': 0.657, 'energy': 0.524, 'key': 8, 'loudness': -4.907, 'mode': 1, 'speechiness': 0.061, 'acousticness': 0.0462, 'instrumentalness': 0, 'liveness': 0.322, 'valence': 0.0383, 'tempo': 140.021, 'type': 'audio_features', 'id': '7esMRbSzvLv60O70XLZFbc', 'uri': 'spotify:track:7esMRbSzvLv60O70XLZFbc', 'track_href': 'https://api.spotify.com/v1/tracks/7esMRbSzvLv60O70XLZFbc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7esMRbSzvLv60O70XLZFbc', 'duration_ms': 275733, 'time_signature': 4}]",9
Baby $hit,Freddie Gibbs,4mL25h2hl6gdyu9tNTudnI,"[{'danceability': 0.599, 'energy': 0.629, 'key': 2, 'loudness': -11.325, 'mode': 1, 'speechiness': 0.381, 'acousticness': 0.665, 'instrumentalness': 0.0165, 'liveness': 0.447, 'valence': 0.577, 'tempo': 130.346, 'type': 'audio_features', 'id': '4mL25h2hl6gdyu9tNTudnI', 'uri': 'spotify:track:4mL25h2hl6gdyu9tNTudnI', 'track_href': 'https://api.spotify.com/v1/tracks/4mL25h2hl6gdyu9tNTudnI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4mL25h2hl6gdyu9tNTudnI', 'duration_ms': 216827, 'time_signature': 4}]",0
Mase in '97,Carnage,7j6OJzMIJL5JcFHyeSJZGV,"[{'danceability': 0.684, 'energy': 0.785, 'key': 11, 'loudness': -3.903, 'mode': 1, 'speechiness': 0.274, 'acousticness': 0.308, 'instrumentalness': 2.69e-05, 'liveness': 0.15, 'valence': 0.486, 'tempo': 143.84, 'type': 'audio_features', 'id': '7j6OJzMIJL5JcFHyeSJZGV', 'uri': 'spotify:track:7j6OJzMIJL5JcFHyeSJZGV', 'track_href': 'https://api.spotify.com/v1/tracks/7j6OJzMIJL5JcFHyeSJZGV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7j6OJzMIJL5JcFHyeSJZGV', 'duration_ms': 100009, 'time_signature': 4}]",4
Love Me,Lil Wayne,7tGlzXJv6GD5e5qlu5YmDg,"[{'danceability': 0.674, 'energy': 0.608, 'key': 8, 'loudness': -6.628, 'mode': 0, 'speechiness': 0.0334, 'acousticness': 0.0119, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.464, 'tempo': 124.952, 'type': 'audio_features', 'id': '7tGlzXJv6GD5e5qlu5YmDg', 'uri': 'spotify:track:7tGlzXJv6GD5e5qlu5YmDg', 'track_href': 'https://api.spotify.com/v1/tracks/7tGlzXJv6GD5e5qlu5YmDg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7tGlzXJv6GD5e5qlu5YmDg', 'duration_ms': 253440, 'time_signature': 4}]",3
Deep,Freddie Gibbs,2l0qJiIoUxLYiQ5fHXHtYH,"[{'danceability': 0.551, 'energy': 0.816, 'key': 9, 'loudness': -7.315, 'mode': 1, 'speechiness': 0.367, 'acousticness': 0.494, 'instrumentalness': 0, 'liveness': 0.248, 'valence': 0.704, 'tempo': 81.805, 'type': 'audio_features', 'id': '2l0qJiIoUxLYiQ5fHXHtYH', 'uri': 'spotify:track:2l0qJiIoUxLYiQ5fHXHtYH', 'track_href': 'https://api.spotify.com/v1/tracks/2l0qJiIoUxLYiQ5fHXHtYH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2l0qJiIoUxLYiQ5fHXHtYH', 'duration_ms': 128813, 'time_signature': 5}]",4
FR,Moneybagg Yo,1df2dAxV3U6QzJIK73Ufpx,"[{'danceability': 0.677, 'energy': 0.486, 'key': 5, 'loudness': -8.77, 'mode': 1, 'speechiness': 0.36, 'acousticness': 0.382, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.53, 'tempo': 156.056, 'type': 'audio_features', 'id': '1df2dAxV3U6QzJIK73Ufpx', 'uri': 'spotify:track:1df2dAxV3U6QzJIK73Ufpx', 'track_href': 'https://api.spotify.com/v1/tracks/1df2dAxV3U6QzJIK73Ufpx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1df2dAxV3U6QzJIK73Ufpx', 'duration_ms': 147712, 'time_signature': 4}]",0
Hazeus View,Joey Bada$$,3f99yoSrsnyH6vn58aVRzU,"[{'danceability': 0.655, 'energy': 0.656, 'key': 9, 'loudness': -6.25, 'mode': 1, 'speechiness': 0.315, 'acousticness': 0.28, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.586, 'tempo': 89.818, 'type': 'audio_features', 'id': '3f99yoSrsnyH6vn58aVRzU', 'uri': 'spotify:track:3f99yoSrsnyH6vn58aVRzU', 'track_href': 'https://api.spotify.com/v1/tracks/3f99yoSrsnyH6vn58aVRzU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3f99yoSrsnyH6vn58aVRzU', 'duration_ms': 219505, 'time_signature': 4}]",4
3 Am in La,BIGBABYGUCCI,46lm4Rt9xNJCzmYmq3QUV8,"[{'danceability': 0.877, 'energy': 0.524, 'key': 6, 'loudness': -6.877, 'mode': 0, 'speechiness': 0.138, 'acousticness': 0.0193, 'instrumentalness': 0, 'liveness': 0.0534, 'valence': 0.956, 'tempo': 130.056, 'type': 'audio_features', 'id': '46lm4Rt9xNJCzmYmq3QUV8', 'uri': 'spotify:track:46lm4Rt9xNJCzmYmq3QUV8', 'track_href': 'https://api.spotify.com/v1/tracks/46lm4Rt9xNJCzmYmq3QUV8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/46lm4Rt9xNJCzmYmq3QUV8', 'duration_ms': 177231, 'time_signature': 4}]",7
Cut the Check (feat. Chief Keef),Mac Miller,6U1ueRYXTjFHuJ9Ld2LBIW,"[{'danceability': 0.832, 'energy': 0.743, 'key': 1, 'loudness': -6.706, 'mode': 1, 'speechiness': 0.228, 'acousticness': 0.0596, 'instrumentalness': 0, 'liveness': 0.257, 'valence': 0.522, 'tempo': 100.004, 'type': 'audio_features', 'id': '6U1ueRYXTjFHuJ9Ld2LBIW', 'uri': 'spotify:track:6U1ueRYXTjFHuJ9Ld2LBIW', 'track_href': 'https://api.spotify.com/v1/tracks/6U1ueRYXTjFHuJ9Ld2LBIW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6U1ueRYXTjFHuJ9Ld2LBIW', 'duration_ms': 170707, 'time_signature': 4}]",2
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,19FsxX4RthRMZGfXkImdCb,"[{'danceability': 0.704, 'energy': 0.873, 'key': 11, 'loudness': -4.057, 'mode': 0, 'speechiness': 0.144, 'acousticness': 0.121, 'instrumentalness': 5.12e-06, 'liveness': 0.24, 'valence': 0.742, 'tempo': 154.914, 'type': 'audio_features', 'id': '19FsxX4RthRMZGfXkImdCb', 'uri': 'spotify:track:19FsxX4RthRMZGfXkImdCb', 'track_href': 'https://api.spotify.com/v1/tracks/19FsxX4RthRMZGfXkImdCb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/19FsxX4RthRMZGfXkImdCb', 'duration_ms': 366880, 'time_signature': 4}]",5
Me Vs Me,Moneybagg Yo,1lUTmmPMAsxZBR2iK9CKDF,"[{'danceability': 0.853, 'energy': 0.821, 'key': 5, 'loudness': -4.537, 'mode': 0, 'speechiness': 0.209, 'acousticness': 0.205, 'instrumentalness': 0, 'liveness': 0.209, 'valence': 0.625, 'tempo': 130.999, 'type': 'audio_features', 'id': '1lUTmmPMAsxZBR2iK9CKDF', 'uri': 'spotify:track:1lUTmmPMAsxZBR2iK9CKDF', 'track_href': 'https://api.spotify.com/v1/tracks/1lUTmmPMAsxZBR2iK9CKDF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1lUTmmPMAsxZBR2iK9CKDF', 'duration_ms': 183319, 'time_signature': 4}]",7
Digital Dope,NugLife,0lMdefFBuqbZ9NJzZesqVD,"[{'danceability': 0.824, 'energy': 0.591, 'key': 2, 'loudness': -6.989, 'mode': 1, 'speechiness': 0.206, 'acousticness': 0.289, 'instrumentalness': 0, 'liveness': 0.414, 'valence': 0.245, 'tempo': 116.014, 'type': 'audio_features', 'id': '0lMdefFBuqbZ9NJzZesqVD', 'uri': 'spotify:track:0lMdefFBuqbZ9NJzZesqVD', 'track_href': 'https://api.spotify.com/v1/tracks/0lMdefFBuqbZ9NJzZesqVD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0lMdefFBuqbZ9NJzZesqVD', 'duration_ms': 126207, 'time_signature': 4}]",6
Mexico,Mal & Quill,3ZiKeMvYF9pbB13VXHLpaP,"[{'danceability': 0.718, 'energy': 0.568, 'key': 10, 'loudness': -10.964, 'mode': 0, 'speechiness': 0.255, 'acousticness': 0.111, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.429, 'tempo': 162.998, 'type': 'audio_features', 'id': '3ZiKeMvYF9pbB13VXHLpaP', 'uri': 'spotify:track:3ZiKeMvYF9pbB13VXHLpaP', 'track_href': 'https://api.spotify.com/v1/tracks/3ZiKeMvYF9pbB13VXHLpaP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ZiKeMvYF9pbB13VXHLpaP', 'duration_ms': 141500, 'time_signature': 4}]",3
Cat Piss (feat. Lil Yachty),Ski Mask The Slump God,3clpchqQ6A3p8jjPgKdhk0,"[{'danceability': 0.862, 'energy': 0.521, 'key': 8, 'loudness': -10.355, 'mode': 1, 'speechiness': 0.447, 'acousticness': 0.0466, 'instrumentalness': 5e-05, 'liveness': 0.119, 'valence': 0.373, 'tempo': 154.983, 'type': 'audio_features', 'id': '3clpchqQ6A3p8jjPgKdhk0', 'uri': 'spotify:track:3clpchqQ6A3p8jjPgKdhk0', 'track_href': 'https://api.spotify.com/v1/tracks/3clpchqQ6A3p8jjPgKdhk0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3clpchqQ6A3p8jjPgKdhk0', 'duration_ms': 167040, 'time_signature': 4}]",9
Peso,A$AP Rocky,5sl2735QKaOmL8UL4Q39Ut,"[{'danceability': 0.527, 'energy': 0.831, 'key': 10, 'loudness': -6.876, 'mode': 0, 'speechiness': 0.27, 'acousticness': 0.167, 'instrumentalness': 0, 'liveness': 0.0861, 'valence': 0.584, 'tempo': 140.017, 'type': 'audio_features', 'id': '5sl2735QKaOmL8UL4Q39Ut', 'uri': 'spotify:track:5sl2735QKaOmL8UL4Q39Ut', 'track_href': 'https://api.spotify.com/v1/tracks/5sl2735QKaOmL8UL4Q39Ut', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5sl2735QKaOmL8UL4Q39Ut', 'duration_ms': 170307, 'time_signature': 4}]",5
Welcome To 4 Vegas,Stunna 4 Vegas,47hRHQpWrzcbwfcniOD9In,"[{'danceability': 0.809, 'energy': 0.589, 'key': 1, 'loudness': -6.449, 'mode': 1, 'speechiness': 0.439, 'acousticness': 0.0522, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.523, 'tempo': 125.02, 'type': 'audio_features', 'id': '47hRHQpWrzcbwfcniOD9In', 'uri': 'spotify:track:47hRHQpWrzcbwfcniOD9In', 'track_href': 'https://api.spotify.com/v1/tracks/47hRHQpWrzcbwfcniOD9In', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/47hRHQpWrzcbwfcniOD9In', 'duration_ms': 129547, 'time_signature': 4}]",2
Ghost Town,Kanye West,6Bg7MznA9X0dIhlAsLyBYj,"[{'danceability': 0.572, 'energy': 0.543, 'key': 7, 'loudness': -4.251, 'mode': 0, 'speechiness': 0.0287, 'acousticness': 0.0954, 'instrumentalness': 0, 'liveness': 0.329, 'valence': 0.329, 'tempo': 83.364, 'type': 'audio_features', 'id': '6Bg7MznA9X0dIhlAsLyBYj', 'uri': 'spotify:track:6Bg7MznA9X0dIhlAsLyBYj', 'track_href': 'https://api.spotify.com/v1/tracks/6Bg7MznA9X0dIhlAsLyBYj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Bg7MznA9X0dIhlAsLyBYj', 'duration_ms': 271387, 'time_signature': 4}]",3
Grannies,Maxo Kream,79m9LH79DCyr7qVZPCnsPw,"[{'danceability': 0.816, 'energy': 0.586, 'key': 11, 'loudness': -9.014, 'mode': 0, 'speechiness': 0.17, 'acousticness': 0.0845, 'instrumentalness': 0.00502, 'liveness': 0.184, 'valence': 0.646, 'tempo': 102.669, 'type': 'audio_features', 'id': '79m9LH79DCyr7qVZPCnsPw', 'uri': 'spotify:track:79m9LH79DCyr7qVZPCnsPw', 'track_href': 'https://api.spotify.com/v1/tracks/79m9LH79DCyr7qVZPCnsPw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79m9LH79DCyr7qVZPCnsPw', 'duration_ms': 211948, 'time_signature': 5}]",5
BUFFALO (feat. Shane Powers),"Tyler, The Creator",1qkPQxOTLFmx3bwUOV8Kzw,"[{'danceability': 0.346, 'energy': 0.824, 'key': 2, 'loudness': -5.054, 'mode': 1, 'speechiness': 0.134, 'acousticness': 0.00457, 'instrumentalness': 0.000266, 'liveness': 0.356, 'valence': 0.116, 'tempo': 169.002, 'type': 'audio_features', 'id': '1qkPQxOTLFmx3bwUOV8Kzw', 'uri': 'spotify:track:1qkPQxOTLFmx3bwUOV8Kzw', 'track_href': 'https://api.spotify.com/v1/tracks/1qkPQxOTLFmx3bwUOV8Kzw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qkPQxOTLFmx3bwUOV8Kzw', 'duration_ms': 159964, 'time_signature': 4}]",6
The Light,Joey Bada$$,5LyK4EaVofQjOvJ4OGhdfv,"[{'danceability': 0.497, 'energy': 0.595, 'key': 5, 'loudness': -8.096, 'mode': 0, 'speechiness': 0.353, 'acousticness': 0.00528, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.232, 'tempo': 171.322, 'type': 'audio_features', 'id': '5LyK4EaVofQjOvJ4OGhdfv', 'uri': 'spotify:track:5LyK4EaVofQjOvJ4OGhdfv', 'track_href': 'https://api.spotify.com/v1/tracks/5LyK4EaVofQjOvJ4OGhdfv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5LyK4EaVofQjOvJ4OGhdfv', 'duration_ms': 125680, 'time_signature': 4}]",1
Hate Me,Trippie Redd,1FxTz4x5X7ewAICkKhB3kA,"[{'danceability': 0.872, 'energy': 0.48, 'key': 10, 'loudness': -7.184, 'mode': 1, 'speechiness': 0.0664, 'acousticness': 0.406, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.61, 'tempo': 121.013, 'type': 'audio_features', 'id': '1FxTz4x5X7ewAICkKhB3kA', 'uri': 'spotify:track:1FxTz4x5X7ewAICkKhB3kA', 'track_href': 'https://api.spotify.com/v1/tracks/1FxTz4x5X7ewAICkKhB3kA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FxTz4x5X7ewAICkKhB3kA', 'duration_ms': 144771, 'time_signature': 4}]",4
Mobties,1020Meezy,4KGAKc1g4pbxCAxbI44icD,"[{'danceability': 0.852, 'energy': 0.276, 'key': 10, 'loudness': -7.782, 'mode': 1, 'speechiness': 0.0651, 'acousticness': 0.784, 'instrumentalness': 0, 'liveness': 0.148, 'valence': 0.695, 'tempo': 104.934, 'type': 'audio_features', 'id': '4KGAKc1g4pbxCAxbI44icD', 'uri': 'spotify:track:4KGAKc1g4pbxCAxbI44icD', 'track_href': 'https://api.spotify.com/v1/tracks/4KGAKc1g4pbxCAxbI44icD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KGAKc1g4pbxCAxbI44icD', 'duration_ms': 219481, 'time_signature': 4}]",0
Can't Call It,Spillage Village,1CCRNe5uDWnO7PUgjxHp2v,"[{'danceability': 0.724, 'energy': 0.289, 'key': 8, 'loudness': -17.625, 'mode': 1, 'speechiness': 0.428, 'acousticness': 0.528, 'instrumentalness': 0, 'liveness': 0.0652, 'valence': 0.702, 'tempo': 137.017, 'type': 'audio_features', 'id': '1CCRNe5uDWnO7PUgjxHp2v', 'uri': 'spotify:track:1CCRNe5uDWnO7PUgjxHp2v', 'track_href': 'https://api.spotify.com/v1/tracks/1CCRNe5uDWnO7PUgjxHp2v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CCRNe5uDWnO7PUgjxHp2v', 'duration_ms': 368883, 'time_signature': 4}]",0
Say It,Malz Monday,7fQ4WRBESYZNY6BMhAoIQ8,"[{'danceability': 0.699, 'energy': 0.583, 'key': 0, 'loudness': -6.953, 'mode': 1, 'speechiness': 0.131, 'acousticness': 0.0452, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.495, 'tempo': 99.934, 'type': 'audio_features', 'id': '7fQ4WRBESYZNY6BMhAoIQ8', 'uri': 'spotify:track:7fQ4WRBESYZNY6BMhAoIQ8', 'track_href': 'https://api.spotify.com/v1/tracks/7fQ4WRBESYZNY6BMhAoIQ8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7fQ4WRBESYZNY6BMhAoIQ8', 'duration_ms': 215920, 'time_signature': 4}]",2
